,crisis_name,matched_outlet,coverage_count,start_date,fund_required,people_affected,crisis_days,coverage_per_day,coverage_per_funding,coverage_per_people
264,Sudan,Sky News,51,4/1/2023,10.28,30.4,679,0.07511045655375552,4.961089494163424,1.6776315789473686
265,Sudan,The Evening Standard,9,4/1/2023,10.28,30.4,679,0.013254786450662739,0.8754863813229573,0.2960526315789474
266,Sudan,The Globe and Mail,5,4/1/2023,10.28,30.4,679,0.007363770250368188,0.4863813229571985,0.16447368421052633
267,Sudan,The Guardian,59,4/1/2023,10.28,30.4,679,0.08689248895434462,5.739299610894942,1.9407894736842106
268,Sudan,The Independent,66,4/1/2023,10.28,30.4,679,0.09720176730486009,6.42023346303502,2.1710526315789473
269,Sudan,The Sun,11,4/1/2023,10.28,30.4,679,0.016200294550810016,1.0700389105058365,0.3618421052631579
270,Sudan,The Telegraph,25,4/1/2023,10.28,30.4,679,0.036818851251840944,2.4319066147859925,0.8223684210526316
271,Sudan,USA Today,7,4/1/2023,10.28,30.4,679,0.010309278350515464,0.6809338521400778,0.23026315789473686
272,Sudan,Wall Street Journal,8,4/1/2023,10.28,30.4,679,0.011782032400589101,0.7782101167315175,0.2631578947368421
273,Sudan,Washington Post,36,4/1/2023,10.28,30.4,679,0.053019145802650956,3.5019455252918292,1.1842105263157896
274,Sudan,yahoo,5,4/1/2023,10.28,30.4,679,0.007363770250368188,0.4863813229571985,0.16447368421052633
275,Syria,ABC News,730,3/1/2011,8.58,16.7,5093,0.14333398782642842,85.08158508158508,43.712574850299404
276,Syria,AP News,349,3/1/2011,8.58,16.7,5093,0.06852542705674455,40.675990675990676,20.898203592814372
277,Syria,Al Jazeera,890,3/1/2011,8.58,16.7,5093,0.17474965639112508,103.72960372960372,53.293413173652695
278,Syria,BBC,801,3/1/2011,8.58,16.7,5093,0.15727469075201256,93.35664335664336,47.964071856287426
279,Syria,Birmigham Live,4,3/1/2011,8.58,16.7,5093,0.0007853917141174161,0.4662004662004662,0.23952095808383234
280,Syria,Business Insider,64,3/1/2011,8.58,16.7,5093,0.012566267425878658,7.459207459207459,3.8323353293413174
281,Syria,Buzzfeed,15,3/1/2011,8.58,16.7,5093,0.0029452189279403104,1.7482517482517483,0.8982035928143713
282,Syria,CBC (Canadian Broadcasting Corporation),427,3/1/2011,8.58,16.7,5093,0.08384056548203417,49.76689976689977,25.568862275449103
283,Syria,CBS News,107,3/1/2011,8.58,16.7,5093,0.02100922835264088,12.470862470862471,6.407185628742515
284,Syria,CNBC,16,3/1/2011,8.58,16.7,5093,0.0031415668564696644,1.8648018648018647,0.9580838323353293
285,Syria,CNN,579,3/1/2011,8.58,16.7,5093,0.11368545061849597,67.48251748251748,34.67065868263473
286,Syria,CTV News,222,3/1/2011,8.58,16.7,5093,0.04358924013351659,25.874125874125873,13.293413173652695
287,Syria,Channel 4,9,3/1/2011,8.58,16.7,5093,0.0017671313567641862,1.048951048951049,0.5389221556886228
288,Syria,Daily Express,98,3/1/2011,8.58,16.7,5093,0.019242096995876694,11.421911421911421,5.868263473053893
289,Syria,Daily Record,16,3/1/2011,8.58,16.7,5093,0.0031415668564696644,1.8648018648018647,0.9580838323353293
290,Syria,Forbes,24,3/1/2011,8.58,16.7,5093,0.004712350284704497,2.797202797202797,1.437125748502994
291,Syria,Fox News,126,3/1/2011,8.58,16.7,5093,0.024739838994698605,14.685314685314685,7.544910179640719
292,Syria,IRNA (Islamic Iranian News Agency),3,3/1/2011,8.58,16.7,5093,0.0005890437855880621,0.34965034965034963,0.17964071856287425
293,Syria,ITV,39,3/1/2011,8.58,16.7,5093,0.007657569212644807,4.545454545454546,2.3353293413173652
294,Syria,MSN,656,3/1/2011,8.58,16.7,5093,0.12880424111525623,76.45687645687646,39.2814371257485
295,Syria,Mail Online,696,3/1/2011,8.58,16.7,5093,0.1366581582564304,81.11888111888112,41.67664670658683
296,Syria,Manchester Evening News,28,3/1/2011,8.58,16.7,5093,0.005497741998821913,3.2634032634032635,1.6766467065868265
297,Syria,Metro,37,3/1/2011,8.58,16.7,5093,0.007264873355586099,4.312354312354312,2.215568862275449
298,Syria,Mirror,90,3/1/2011,8.58,16.7,5093,0.01767131356764186,10.48951048951049,5.389221556886228
299,Syria,NBC News,172,3/1/2011,8.58,16.7,5093,0.03377184370704889,20.046620046620045,10.29940119760479
300,Syria,NYT,575,3/1/2011,8.58,16.7,5093,0.11290005890437856,67.01631701631702,34.4311377245509
301,Syria,New York Post,38,3/1/2011,8.58,16.7,5093,0.007461221284115452,4.428904428904429,2.2754491017964074
302,Syria,News.com.au,37,3/1/2011,8.58,16.7,5093,0.007264873355586099,4.312354312354312,2.215568862275449
303,Syria,Newsweek,354,3/1/2011,8.58,16.7,5093,0.06950716669939132,41.25874125874126,21.197604790419163
304,Syria,RT,132,3/1/2011,8.58,16.7,5093,0.02591792656587473,15.384615384615385,7.904191616766467
305,Syria,Radio Times,4,3/1/2011,8.58,16.7,5093,0.0007853917141174161,0.4662004662004662,0.23952095808383234
306,Syria,Reuters,471,3/1/2011,8.58,16.7,5093,0.09247987433732574,54.89510489510489,28.20359281437126
307,Syria,Sky News,87,3/1/2011,8.58,16.7,5093,0.0170822697820538,10.13986013986014,5.209580838323354
308,Syria,Sydney Morning Herald ,14,3/1/2011,8.58,16.7,5093,0.0027488709994109564,1.6317016317016317,0.8383233532934132
309,Syria,The Evening Standard,63,3/1/2011,8.58,16.7,5093,0.012369919497349302,7.3426573426573425,3.7724550898203595
310,Syria,The Globe and Mail,73,3/1/2011,8.58,16.7,5093,0.014333398782642844,8.508158508158509,4.371257485029941
311,Syria,The Guardian,962,3/1/2011,8.58,16.7,5093,0.18888670724523857,112.12121212121212,57.60479041916168
312,Syria,The Independent,299,3/1/2011,8.58,16.7,5093,0.05870803063027685,34.84848484848485,17.904191616766468
313,Syria,The Sun,114,3/1/2011,8.58,16.7,5093,0.022383663852346358,13.286713286713287,6.826347305389222
314,Syria,The Telegraph,211,3/1/2011,8.58,16.7,5093,0.041429412919693695,24.592074592074592,12.634730538922156
315,Syria,USA Today,81,3/1/2011,8.58,16.7,5093,0.015904182210877676,9.44055944055944,4.850299401197605
316,Syria,Wall Street Journal,299,3/1/2011,8.58,16.7,5093,0.05870803063027685,34.84848484848485,17.904191616766468
317,Syria,Washington Post,644,3/1/2011,8.58,16.7,5093,0.12644806597290398,75.05827505827506,38.56287425149701
318,Syria,yahoo,251,3/1/2011,8.58,16.7,5093,0.04928333006086786,29.254079254079254,15.02994011976048
319,Ukraine,ABC News,1746,2/1/2022,3.32,12.7,1103,1.5829555757026292,525.9036144578314,137.48031496062993
320,Ukraine,AP News,264,2/1/2022,3.32,12.7,1103,0.23934723481414324,79.51807228915663,20.78740157480315
321,Ukraine,Al Jazeera,1274,2/1/2022,3.32,12.7,1103,1.155031731640979,383.73493975903614,100.31496062992126
322,Ukraine,BBC,553,2/1/2022,3.32,12.7,1103,0.5013599274705349,166.56626506024097,43.54330708661418
323,Ukraine,Birmigham Live,11,2/1/2022,3.32,12.7,1103,0.009972801450589302,3.313253012048193,0.8661417322834646
324,Ukraine,Business Insider,87,2/1/2022,3.32,12.7,1103,0.07887579329102448,26.204819277108435,6.850393700787402
325,Ukraine,Buzzfeed,17,2/1/2022,3.32,12.7,1103,0.015412511332728921,5.120481927710844,1.3385826771653544
326,Ukraine,CBC (Canadian Broadcasting Corporation),276,2/1/2022,3.32,12.7,1103,0.25022665457842247,83.13253012048193,21.73228346456693
327,Ukraine,CBS News,689,2/1/2022,3.32,12.7,1103,0.6246600181323663,207.53012048192772,54.25196850393701
328,Ukraine,CNBC,430,2/1/2022,3.32,12.7,1103,0.3898458748866727,129.51807228915663,33.85826771653544
329,Ukraine,CNN,1395,2/1/2022,3.32,12.7,1103,1.2647325475974616,420.1807228915663,109.84251968503938
330,Ukraine,CTV News,325,2/1/2022,3.32,12.7,1103,0.29465095194922936,97.89156626506025,25.590551181102363
331,Ukraine,Channel 4,5,2/1/2022,3.32,12.7,1103,0.004533091568449683,1.5060240963855422,0.3937007874015748
332,Ukraine,Daily Express,200,2/1/2022,3.32,12.7,1103,0.1813236627379873,60.24096385542169,15.748031496062993
333,Ukraine,Daily Record,90,2/1/2022,3.32,12.7,1103,0.0815956482320943,27.10843373493976,7.086614173228347
334,Ukraine,Forbes,303,2/1/2022,3.32,12.7,1103,0.2747053490480508,91.26506024096386,23.858267716535433
335,Ukraine,Fox News,777,2/1/2022,3.32,12.7,1103,0.7044424297370807,234.03614457831327,61.181102362204726
336,Ukraine,GB News,15,2/1/2022,3.32,12.7,1103,0.013599274705349048,4.518072289156627,1.1811023622047245
337,Ukraine,IRNA (Islamic Iranian News Agency),5,2/1/2022,3.32,12.7,1103,0.004533091568449683,1.5060240963855422,0.3937007874015748
338,Ukraine,ITV,132,2/1/2022,3.32,12.7,1103,0.11967361740707162,39.75903614457832,10.393700787401576
339,Ukraine,MSN,403,2/1/2022,3.32,12.7,1103,0.3653671804170444,121.3855421686747,31.73228346456693
340,Ukraine,Mail Online,1011,2/1/2022,3.32,12.7,1103,0.9165911151405258,304.51807228915663,79.60629921259843
341,Ukraine,Manchester Evening News,40,2/1/2022,3.32,12.7,1103,0.03626473254759746,12.048192771084338,3.1496062992125986
342,Ukraine,Metro,729,2/1/2022,3.32,12.7,1103,0.6609247506799637,219.57831325301206,57.40157480314961
343,Ukraine,Mirror,223,2/1/2022,3.32,12.7,1103,0.20217588395285585,67.16867469879519,17.559055118110237
344,Ukraine,NBC News,615,2/1/2022,3.32,12.7,1103,0.557570262919311,185.24096385542168,48.425196850393704
345,Ukraine,NYT,1215,2/1/2022,3.32,12.7,1103,1.101541251133273,365.9638554216868,95.66929133858268
346,Ukraine,New York Post,569,2/1/2022,3.32,12.7,1103,0.5158658204895739,171.3855421686747,44.803149606299215
347,Ukraine,News.com.au,355,2/1/2022,3.32,12.7,1103,0.32184950135992746,106.9277108433735,27.95275590551181
348,Ukraine,Newsweek,1745,2/1/2022,3.32,12.7,1103,1.5820489573889394,525.6024096385543,137.4015748031496
349,Ukraine,RT,94,2/1/2022,3.32,12.7,1103,0.08522212148685404,28.313253012048193,7.4015748031496065
350,Ukraine,Radio Times,2,2/1/2022,3.32,12.7,1103,0.001813236627379873,0.6024096385542169,0.15748031496062992
351,Ukraine,Reuters,1266,2/1/2022,3.32,12.7,1103,1.1477787851314596,381.3253012048193,99.68503937007874
352,Ukraine,Sky News,989,2/1/2022,3.32,12.7,1103,0.8966455122393472,297.89156626506025,77.8740157480315
353,Ukraine,Sydney Morning Herald ,27,2/1/2022,3.32,12.7,1103,0.024478694469628286,8.132530120481928,2.125984251968504
354,Ukraine,The Evening Standard,223,2/1/2022,3.32,12.7,1103,0.20217588395285585,67.16867469879519,17.559055118110237
355,Ukraine,The Globe and Mail,80,2/1/2022,3.32,12.7,1103,0.07252946509519492,24.096385542168676,6.299212598425197
356,Ukraine,The Guardian,505,2/1/2022,3.32,12.7,1103,0.457842248413418,152.10843373493978,39.76377952755906
357,Ukraine,The Independent,782,2/1/2022,3.32,12.7,1103,0.7089755213055303,235.54216867469881,61.5748031496063
358,Ukraine,The Sun,595,2/1/2022,3.32,12.7,1103,0.5394378966455122,179.21686746987953,46.85039370078741
359,Ukraine,The Telegraph,849,2/1/2022,3.32,12.7,1103,0.7697189483227561,255.72289156626508,66.85039370078741
360,Ukraine,USA Today,273,2/1/2022,3.32,12.7,1103,0.24750679963735267,82.2289156626506,21.496062992125985
361,Ukraine,Wall Street Journal,234,2/1/2022,3.32,12.7,1103,0.21214868540344514,70.48192771084338,18.425196850393704
362,Ukraine,Washington Post,755,2/1/2022,3.32,12.7,1103,0.6844968268359021,227.40963855421688,59.4488188976378
363,Ukraine,yahoo,140,2/1/2022,3.32,12.7,1103,0.12692656391659113,42.16867469879518,11.023622047244094
364,Yemen,ABC News,78,9/1/2014,2.5,19.5,3813,0.020456333595594022,31.2,4.0
365,Yemen,AP News,95,9/1/2014,2.5,19.5,3813,0.024914765276685024,38.0,4.871794871794871
366,Yemen,Al Jazeera,301,9/1/2014,2.5,19.5,3813,0.07894046682402307,120.4,15.435897435897436
367,Yemen,BBC,209,9/1/2014,2.5,19.5,3813,0.05481248360870705,83.6,10.717948717948717
368,Yemen,Business Insider,14,9/1/2014,2.5,19.5,3813,0.0036716496197220037,5.6,0.717948717948718
369,Yemen,Buzzfeed,4,9/1/2014,2.5,19.5,3813,0.001049042748492001,1.6,0.20512820512820512
370,Yemen,CBC (Canadian Broadcasting Corporation),23,9/1/2014,2.5,19.5,3813,0.006031995803829006,9.2,1.1794871794871795
371,Yemen,CBS News,27,9/1/2014,2.5,19.5,3813,0.007081038552321007,10.8,1.3846153846153846
372,Yemen,CNBC,3,9/1/2014,2.5,19.5,3813,0.0007867820613690008,1.2,0.15384615384615385
373,Yemen,CNN,91,9/1/2014,2.5,19.5,3813,0.023865722528193023,36.4,4.666666666666667
374,Yemen,CTV News,33,9/1/2014,2.5,19.5,3813,0.00865460267505901,13.2,1.6923076923076923
375,Yemen,Channel 4,1,9/1/2014,2.5,19.5,3813,0.00026226068712300026,0.4,0.05128205128205128
376,Yemen,Daily Express,8,9/1/2014,2.5,19.5,3813,0.002098085496984002,3.2,0.41025641025641024
377,Yemen,Forbes,8,9/1/2014,2.5,19.5,3813,0.002098085496984002,3.2,0.41025641025641024
378,Yemen,Fox News,17,9/1/2014,2.5,19.5,3813,0.0044584316810910045,6.8,0.8717948717948718
379,Yemen,ITV,2,9/1/2014,2.5,19.5,3813,0.0005245213742460005,0.8,0.10256410256410256
380,Yemen,MSN,70,9/1/2014,2.5,19.5,3813,0.01835824809861002,28.0,3.58974358974359
381,Yemen,Mail Online,127,9/1/2014,2.5,19.5,3813,0.033307107264621036,50.8,6.512820512820513
382,Yemen,Metro,6,9/1/2014,2.5,19.5,3813,0.0015735641227380016,2.4,0.3076923076923077
383,Yemen,Mirror,9,9/1/2014,2.5,19.5,3813,0.0023603461841070024,3.6,0.46153846153846156
384,Yemen,NBC News,21,9/1/2014,2.5,19.5,3813,0.0055074744295830055,8.4,1.0769230769230769
385,Yemen,NYT,167,9/1/2014,2.5,19.5,3813,0.043797534749541046,66.8,8.564102564102564
386,Yemen,New York Post,11,9/1/2014,2.5,19.5,3813,0.002884867558353003,4.4,0.5641025641025641
387,Yemen,News.com.au,1,9/1/2014,2.5,19.5,3813,0.00026226068712300026,0.4,0.05128205128205128
388,Yemen,Newsweek,20,9/1/2014,2.5,19.5,3813,0.005245213742460005,8.0,1.0256410256410255
389,Yemen,RT,8,9/1/2014,2.5,19.5,3813,0.002098085496984002,3.2,0.41025641025641024
390,Yemen,Reuters,131,9/1/2014,2.5,19.5,3813,0.03435615001311303,52.4,6.717948717948718
391,Yemen,Sky News,23,9/1/2014,2.5,19.5,3813,0.006031995803829006,9.2,1.1794871794871795
392,Yemen,Sydney Morning Herald ,2,9/1/2014,2.5,19.5,3813,0.0005245213742460005,0.8,0.10256410256410256
393,Yemen,The Evening Standard,3,9/1/2014,2.5,19.5,3813,0.0007867820613690008,1.2,0.15384615384615385
394,Yemen,The Globe and Mail,21,9/1/2014,2.5,19.5,3813,0.0055074744295830055,8.4,1.0769230769230769
395,Yemen,The Guardian,196,9/1/2014,2.5,19.5,3813,0.051403094676108055,78.4,10.051282051282051
396,Yemen,The Independent,80,9/1/2014,2.5,19.5,3813,0.02098085496984002,32.0,4.102564102564102
397,Yemen,The Sun,19,9/1/2014,2.5,19.5,3813,0.004982953055337005,7.6,0.9743589743589743
398,Yemen,The Telegraph,15,9/1/2014,2.5,19.5,3813,0.003933910306845004,6.0,0.7692307692307693
399,Yemen,USA Today,12,9/1/2014,2.5,19.5,3813,0.003147128245476003,4.8,0.6153846153846154
400,Yemen,Wall Street Journal,47,9/1/2014,2.5,19.5,3813,0.012326252294781013,18.8,2.41025641025641
401,Yemen,Washington Post,89,9/1/2014,2.5,19.5,3813,0.023341201153947024,35.6,4.564102564102564
402,Yemen,yahoo,20,9/1/2014,2.5,19.5,3813,0.005245213742460005,8.0,1.0256410256410255
